SG latest contacted,Response?,,,,,,,,,,,,,,,,,,,
9/29,,Machine Zone,"Palo Alto, CA",2008,501-1000,"Machine Zone is a global leader in mobile gaming, with a track record of delivering some of the world’s most successful mobile games including Game of War, Mobile Strike and Final Fantasy XV: A New Empire.","Real time messaging, C++, pub/sub, Free2Play, Cloud, Mobile Games, PAAS, Game Development, real time analytics, iOS, stream analytics, Android, Lamda infrastructure, large-scale distributed systems, Real Time Messaging, bots, Live data, Live data messaging i Live data bots",Halbert Nakagawa,40-45,12,https://www.linkedin.com/in/halbertnakagawa/,,,Kristen Dumont,40-50,2,https://www.linkedin.com/in/kristen-dumont-b903932/,,,
9/29,,Mavrck,"Boston, Massachusetts",2014,51-200,"Mavrck is the leading, all-in-one, advanced influencer marketing platform enabling companies such as P&G, Godiva, and PepsiCo to harness the power of ideas people trust.","Influencer Marketing, Social Media Marketing, Digital Media, Loyalty Marketing, Conversions, Micro-Influencer Marketing, Social Analytics, Word-of-Mouth Marketing, content marketing, Ratings & Reviews, Consumer Research, Advocacy Marketing, Referral Marketing, Influencer-Generated Content, User-Generated Content i Influencer",Dmitry Fedosov,-,0.5,https://www.linkedin.com/in/dmitry-fedosov-6a84a735/,,,Lyle Stevens,30-35,5.75,https://www.linkedin.com/in/lylestevens/,,,
9/29,,Medidata Solutions,"New York, NY",1999,1001-5000 ,"Medidata helps generate the evidence and insights to help pharmaceutical, biotech, medical device and diagnostics companies, and academic researchers accelerate value, minimize risk, and optimize outcomes. More than one million registered users across 1,400 customers and partners access the world's most-used platform for clinical development, commercial, and real-world data. ","Data & Analytics, Study & Protocol Design, Trial Planning & Budgeting, Site Negotation, Outsourced Trial Planning, CTMS, Randomization & Trial Supply Management, EDC/CDM, Monitoring, SAE Capture, Medical Coding, Clinical Management Portal, CDISC, mHealth i Payments",Sanjay Mandloi,45-50,0.75,https://www.linkedin.com/in/sanjaymandloi/,,,Tarek Sherif,55-60,20,https://www.linkedin.com/in/tarek-sherif-071b2812/,a nie Rama Kondru jako CTO?,,
9/29, Was referred to Julie,MeWe,"Los Angeles, California",2011,11-50,MeWe is the Next-Gen Social Network that actually respects the privacy of its members. No Ads. No Spyware. No BS. Your world is #Not4Sale.,"Privacy, Online Collaboration, Private Groups, Data Storage, Social Network Aggregator, Photo Sharing, Social Networking, Free Collaboration Software, Online Privacy, Private Cloud Storage, Privacy Bill of Rights, Online Privacy Rights, Privacy Network i Digital Privacy",Ján Raška,30-35,3.75,https://www.linkedin.com/in/rusho/,,,Mark Weinstein,50-60,4.5,https://www.linkedin.com/in/markfweinstein/,,,
Out of business,,MonARC Bionetworks,San Francisco,2016,11-50,"The monARC Bionetworks’ multi-discipline team of drug development and digital technology experts have created a comprehensive end-to-end clinical research platform that enables earlier and broader collaboration between patients, providers, and researchers to exponentially accelerate drug development.","end-to-end clinical research, drug development, patient engagement, digital technology, precision medicine, collaboration, real-world data, clinical research, life science i external control arms",Taneli Otala,50-55,2,https://www.linkedin.com/in/taneliotala/,https://github.com/tanelio,,?,,,,,,
9/1,,Moveworks,"Mountain View, California",2016,51-200 ,"Moveworks is a cloud-based AI platform purpose-built for large enterprises that solves one, big, frustrating problem: Resolving employees'​ IT support issues. Instead of tracking issues, we use advanced AI to solve them, instantly and automatically—with no human intervention.",,Vaibhav Nivargi,40,4,https://www.linkedin.com/in/vnivargi/,https://github.com/vnivargi,,Bhavin Shah,50-55,4,https://www.linkedin.com/in/bhavinnicholasshah/,,,
,,Name,Location,Founded,People,VUSP,HUSP,CTO name,CTO's age,CTO's how long,CTO's Li,CTO's GitHub,Li Network?,CEO name,CEO's age,CEO's how long?,CEO's LI,Li Network?,Last followup,Email
,9/30,namely,"New York, NY",2012,501-1000,"HR software that employees actually use—built to fit your company culture. Manage all of your HR data in one place, with personalized service to help your company get better, faster. ","Modern HRIS, Full-Service Payroll, World-Class Benefits, Talent Management, 360° Performance Reviews, Cascading Goals, Reporting, Time-Off Tracking i And More!",Daniel Certner,30-35,0.5,https://www.linkedin.com/in/daniel-certner-ba80027/,https://github.com/certner,,Larry Dunivan,55-60,0.9,https://www.linkedin.com/in/larrydunivan/,,,
,9/30,OJO Labs,"Austin, Texas",2015,251-500,OJO is revolutionizing the way people access real estate information and purchase a home by inverting the current model and placing full-control back into the hands of consumers. OJO provides agents and brokers the ability to be connected with home buyers when they are ready to move forward through warm and informed introductions - creating a positive experience for everyone.,"Artificial Intelligence, Machine Learning , Big Data, Real Estate, Data Science, Engineering, Marketing , Technology, Consumer Products, Product Development i Customer Service",Peter Kappler,50-55,2.25,https://www.linkedin.com/in/peter-kappler-b860907/,https://github.com/pkappler,,John Berkowitz,35-40,5.3,https://www.linkedin.com/in/johnberkowitz/,,,
,9/1,Otus LLC,"Chicago, Illinois",2014,11-50,Otus brings the entire school community together on a common technology platform reducing the number of disconnected solutions educators use while providing actionable insight to school leaders.,"Student Behavior and Engagement Tracking, Analytics Platform, Learning Management System, Data Management, Assessment Management, Student Porfolios i Standards-Based Grading",Corey Maxey,35-40,3,https://www.linkedin.com/in/corey-maxey/,,,?,,,,,,
,,Paysend,"London, England",2017,51-200,Paysend is the global Fintech company and payments disruptor based in UK on a mission to change how money is moved around the world. We are the next generation money transfer platform allowing you to send funds from card to card from 45 to over 80 countries.  ,"send money, smart card, digital platform, financial services, funds transfer, remittances , receive money, card to card transfers, moving money, digital wallet, transfers to bank account, fintech, payment solutions, currency exchange, crypto, prepaid cards, payment wallet, bitcoin, payments, money transfer i payments processing",Sergey Y.,30-35,1.5,https://www.linkedin.com/in/not-found/,,,Ronald Millar,60-65,3.5,https://www.linkedin.com/in/ronald-millar-98466916/,,,
,9/29,PhysIQ,"Chicago, Illinois",2011,11-50 ,"PhysIQ (pronounced Phys-IQ) is healthcare’s first personalized physiology data analytics platform. PhysIQ is designed to track and integrate multiple vital signs to detect clinically meaningful changes against an individual baseline, rather than a population-based “norm.” ","Health care analytics, Patient monitoring, Artificial Intelligence, Machine Learning, Digital Medicine i Remote Patient Monitoring",Matt Pipke,45-50,15.5,https://www.linkedin.com/in/matt-pipke-54b4128/,,,Gary Conkright,65-70,15,https://www.linkedin.com/in/gary-conkright-321433/,,,
,9/29,Premise Data,"San Francisco, CA",2012,51-200,"Premise is a data and analytics platform that empowers decision makers with real-time, actionable intelligence. ","Data, Computer vision, Sampling design, Algorithms, International Development, Government, Network, Artificial Intelligence, Machine Learning, Data Science, Technology, Global Health, Smart Cities, Market Research, Data Collection, Data Visualization i Consumer Packaged Goods",Carl Schmidt,45-50,1.3,https://www.linkedin.com/in/carl-schmidt-b774396/,https://github.com/crrrl,,Maury Blackman,40-45,2.5,https://www.linkedin.com/in/maury-blackman-7740896/,,,
,,Pretzel,"Kansas City, MO",,2-10,,,Mik Quinlan,45-50,0.5,https://www.linkedin.com/in/mikquinlan/,,,Alan Doan,35-40,1,https://www.linkedin.com/in/alandoan/,,,
,9/29,Qualtrics,"Provo, UT and Seattle, WA",2002,3000+,"Qualtrics Experience Management (XM) is the only software platform that helps brands continually assess the quality of their four core experiences—customers, employees, products, and brands.","online survey software, market research, consumer feedback, employee feedback, 360 evaluations, NPS, panels, VOC, customer experience, brand experience, employee experience, product experience, experience management, surveys i enterprise feedback management",John Thimsen,40-45,5.25,https://www.linkedin.com/in/jthimsen/,,,Ryan Smith,41,17.5,https://www.linkedin.com/in/ryan-smith-3417901/,,,
,9/29,Quizlet,San Francisco,2005,51-200,Quizlet is a leading consumer learning brand that builds learning tools to inspire and empower students and teachers.,E-learning,Andrew Sutherland,31,14.5,https://www.linkedin.com/in/asuth/,,,Matthew Glotzbach,45-50,4,https://www.linkedin.com/in/mglotzbach/,,,
,,Rally Health,"Washington, D.C.",2010,1001-5000,"Rally’s Health Solutions help members set personalized daily goals, gives recommendations, and incentivizes progress with rewards. ","health, wellness i fitness",Gene German,40-45,0.75,https://www.linkedin.com/in/genegerman/,,,Susan Singer,40-45,0.5,https://www.linkedin.com/in/susanmsinger/,"był Ripple Hhera jako CTO, ale jest inny - zmieniłam",,
,,Resident,"San Fransisco, CA",2016,51-200,"At Resident, we are relentless in our passion to provide our customers with better choices when it comes to everyday home products. From mattresses, rugs, and furniture, each of our brands has unparalleled standards for quality, style, and value.",,Sharon Dagan,35-40,3.75,https://www.linkedin.com/in/sharondagan/,,,Craig Schmeizer,-,4,https://www.linkedin.com/in/craigschmeizer/,,,
,9/30,Scribd,"San Francisco, California",2007,201-500 ,"we build the world’s largest and most fascinating digital library: giving subscribers access to a growing collection of ebooks, audiobooks, magazines, documents, and more.","ebooks, publishing, subscription service, books, literary community, authors, technology i audiobooks",Adrian Lienhard,40-45,1.75,https://www.linkedin.com/in/adrianlienhard/,https://github.com/alienhard,,Trip Adler,35,13?,https://www.linkedin.com/in/tripadler/,,,
9/30,,SeatGeek,"New York, NY",2009,201-500,"SeatGeek was built in 2009 as the only mobile ticketing marketplace created with fan experience top of mind. We’re transforming the way fans buy and sell their tickets to their favorite live events across sports, music, and theater.","tickets, internet and technology, data analysis i sports, entertainment, and media",Phil Calcado,40-45,0.75,https://www.linkedin.com/in/pcalcado/,https://github.com/pcalcado,,Jack Groetzinger,30-35,11,https://www.linkedin.com/in/jackgroetzinger/,a nie Brian D. Murphy jako CTO?,,
9/2,,Security ScoreCard,"New York, New York",2013,201-500 ,SecurityScorecard is the global leader in cybersecurity ratings and the only service with over a million companies continuously rated. ,"Third party security, risk management, vendor risk management, security ratings, Threat Intelligence, Third Party Risk Management i cybersecurity",Glen Pendley,-,-,-,-,,Aleksandr Yampolskiy,40-45,6.5,https://www.linkedin.com/in/ayampolskiy/,"Glen Pendley obejmował stanowisko CTO do marca 2020, nie mogę znaleźć nowej osoby",,
9/30,,Sharethrough,"San Francisco, CA",2008,51-200,Sharethrough is disrupting the legacy digital advertising supply chain as the first ad exchange to auto-enhance every standard impression by rendering a higher-performing ad that dynamically fits into any placement on any site. ,"native advertising, mobile advertising, native monetization, content distribution, branded content distribution, video advertising, mobile monetization, advertising automation, supply side platform i software as a service",Robert Fan,35-40,12.75,https://www.linkedin.com/in/robfan/,https://github.com/robfan,,Dan Greenberg,35-40,12.5,https://www.linkedin.com/in/danackermangreenberg/,,,
9/30,,Simon Data,"New York, New York(NY)",2014,51-200,"Simon is a tool that transforms your data into clear insights that let you get more out of your marketing. Connect your data in minutes, create customized segments, deploy to existing channels, and discover what your customers want.","Data Science, Marketing Automation, Segmentation i Engineering",Matt Walker,35-40,6.5,https://www.linkedin.com/in/mwalker/,,,Jason Davis,35-40,7,https://www.linkedin.com/in/drjasondavis/,,,
9/30,,Slack,San Francisco,2009,2000+,,,Cal Henderson,40,11,https://www.linkedin.com/in/iamcal/,https://github.com/iamcal,,Stewart Butterfield,45-50,11,https://www.linkedin.com/in/butterfield/,,,
9/30,,SpotX,"Denver, CO",2007,501-1000,"SpotX is the leading global video advertising platform that enables media owners and publishers to monetize premium content across desktop, mobile and connected TV devices. ","Online video advertising, Real-time bidding, Advanced targeting, Video ad serving platform, Cross-screen ad serving, Holistic inventory management i Transparency and informed control",J. Allen Dove,50-55,13,https://www.linkedin.com/in/leadnovel/,,,Mike Shehan,45-50,13,https://www.linkedin.com/in/mikeshehan/,,,
,,Tally,"San Francisco, California",2015,51-200 ,"It built the first fully automated debt manager to help people overcome credit card debt and provides a completely free automated savings service, Tally Save. Tally’s vision is to automate people’s entire financial lives so they can worry about money less and do what they love more.",,Marco Manzo,40-45,3.3,https://www.linkedin.com/in/mmanzo/,https://github.com/amnesiac,,Jason Brown,40-45,6,https://www.linkedin.com/in/mrbrown/,,,
9/2,,The Climate Corporation,"San Francisco, CA",2006,501-1000,"The Climate FieldView™ platform utilizes detailed imagery and data layers to deliver analysis and recommendations to growers based on weather modeling, agronomic modeling, and seamless data integration. ","agriculture, weather risk management i technology",Avery Moon,45-50,4,https://www.linkedin.com/in/averymoon/,,,-,,,,,,
,,The Climate Corporation,,,,,,,,,,,,,,,,powtórka z pozycji 42,17.09.2021,
9/30,,Tracelink,"North Reading, MA",2009,501-1000 ,TraceLink is the leading SaaS solution provider in the life sciences industry for track and trace software. ,"track and trace, supplier management, supply network collaboration, DSCSA, serialization, ePedigree, quality management, inventory management and reconciliation, pharmaceutical, healthcare IT, Life Sciences, compliance, counterfeit drugs i EU FMD",Bon Sturim,55,2.5,https://www.linkedin.com/in/bobsturim/,https://github.com/spob,,Shabbir Dahod,55-60,11,https://www.linkedin.com/in/shabbir-dahod-215471b/,,17.09.2021,
9/30,,Trade Desk,"Ventura, CA",2009,1001-5000 ,"The Trade Desk offers a self-service technology platform to manage data-driven digital advertising campaigns. Buyers can create highly personalized ad experiences across various channels, including display, native, video, audio, and social, and on a multitude of devices, including computers, mobile, and TV.","Online Advertising, Real Time Bidding, Demand Side Platforms, Behavioral Targeting i Data Management Platforms",Dave Pickles,40-45,10,https://www.linkedin.com/in/dave-pickles-3a31bb3/,,,Jeff Green,40-45,10.5,https://www.linkedin.com/in/jefftgreen/,,17.09.2021,
9/6/20229/30,,tray.io,"San Francisco, California",2012,201-500 ,"With Tray.io, citizen automators throughout organizations can easily automate complex processes through a powerful, flexible platform, and can connect their entire cloud stack thanks to APIs. Today businesses like IBM, GitHub, Forbes, Lyft, and DigitalOcean rely on Tray.io to connect and automate data flow between the tools they use every day. ","Development, API, Integration, saas, cloud, Automation, serverless computing, platform, citizen automator i iPaaS",Airstair Russel,35-40,8,https://www.linkedin.com/in/adotify/,,,Rich Waldron,35-40,8,https://www.linkedin.com/in/richwaldron/,,17.09.2021,
Aquired by Salesforce,,Troops.ai,"USA, NY",2015,11-50,"It serves as a Slackbot for sales team. Troops.ai allows its users to configure Salesforce reports, communicate deal wins, and pull salesforce data for all standard and custom objects through Slack.","AI, Messaging, Software",Greg Ratner,35-40,5,https://www.linkedin.com/in/gratner/,https://github.com/gratner,,Dan Reich,30-35,5,https://www.linkedin.com/in/danreich/,,17.09.2021,
9/30,,Tubi TV,"San Francisco, CA",2014,51-200 ,"Tubi has thousands of TV shows and movies available to stream on connected TV devices like Roku, Xbox, Playstation, Amazon Fire TV, Apple TV, as well as iOS, Android and web. Advertisements ensure that Tubi remains free for everyone.","free TV, entertainment, streaming i advertising",Marios Assiotis,35-40,4.3,https://www.linkedin.com/in/mariosassiotis/,https://github.com/assiotis,,Farhad Massoudi,35-40,10,https://www.linkedin.com/in/farhadm/,,,
,,Tufin,isreal,2005,201-500,"Tufin® is the leader in Network Security Policy Orchestration for enterprise cybersecurity. More than half of the top 50 companies in the Forbes Global 2000 turn to Tufin to simplify management of some of the largest, most complex networks in the world, consisting of thousands of firewall and network devices and emerging hybrid cloud infrastructures.","Network security policy orchestration, Change, Firewall policy management, Enterprise security, Compliance, Governance, NGFW, Network, NERC CIP, Optimization, PCI DSS, Risk assessment, Cloud platforms, Application connectivity management, Large enterprises i Automation",Yaron Relevy,35-40,4,https://www.linkedin.com/in/reuvenharrison/,,,Ruvi Kitov,50-55,16.75,https://www.linkedin.com/in/ruvikitov/,,17.09.2021,
9/8,,Tundra,Zurich,2017,11-50,Tundra is the modern wholesale marketplace that allows buyers and suppliers to transact online with no fees or markups. ,"ecommerce, logistics i finance",Todor Todorov,45-50,4.3,https://www.linkedin.com/in/tptodorov/,,,Arnold Engel,35-40,4.3,https://www.linkedin.com/in/arnoldengel/,,17.09.2021,
9/30,,Udemy,"San Francisco, CA",2010,3000+,"Udemy is the largest online learning destination that helps students, businesses, and governments gain the skills they need to compete in today’s economy. ","e-learning, education, skills, technology, internet i marketplace",Venu Venugopal,50-60,1,https://www.linkedin.com/in/venuvenugopal/,-,,Gregg Coccari,50-60,1.25,https://www.linkedin.com/in/gregg-coccari-2bb43110a/,,16.09.2021,
,,Velocity Career Labs,"Denver, Colorado",2018,11-50,"Velocity Career Labs was founded in 2018 to reinvent how career credentials are shared across the global labor market, empowering individuals, businesses and educational institutions through transformational blockchain technology – self-sovereign, trusted and decentralized. We call it the ‘Internet of Careers.’",,Andres Olave,45-55,1,https://www.linkedin.com/in/arolave/,,,Dror Gurevich,45-55,2.25,https://www.linkedin.com/in/drorgurevich/,,,
9/1,,vidIQ,"San Francisco, CA",2012,11-50,"vidIQ is the first YouTube audience development and management suite that helps brands and agencies grow their views and subscribers. vidIQ is an end-to-end solution that assists YouTube Marketers at every step of their workflow, including uploading their videos at the best time of day, connecting brands with their top influencers, YouTube SEO, monitoring viewer and engagement analytics across Twitter and Facebook, bulk description editing, comment moderation, and Facebook fan page syndication.","video marketing, content marketing, youtube channel management, audience development, youtube seo, social media, video i youtube",Alex Zvolinskiy,30-35,1.5,https://www.linkedin.com/in/fruzenshtein/,,,Rob Sandie,35-40,8.6,https://www.linkedin.com/in/robertsandie/,,16.09.2021,
9/30,,Vroom,"New York, NY",2013,501-1000,"Choose from thousands of amazing low-mileage, carefully inspected cars, priced below market value. ","Used Cars, Used Trucks, Certified Used Cars, Certified Used Trucks, Happy Customers, Customer Service, Nationwide Shipping i Home Delivery",Chris Putnam,50-55,1.5,https://www.linkedin.com/in/chputnam/,,,Paul Hennessy,45-55,4,https://www.linkedin.com/in/paulhennessy1/,,16.09.2021,
9/30,,WineDirect,"American Canyon, California",2002,51-200,"WineDirect is the leader in winery direct sales. Headquartered in the Napa Valley, we offer a broad range of commerce, marketing, and logistics solutions including the Vin65 ecommerce and point-of-sale platform, bi-coastal fulfillment services, and marketing tools to help wineries grow their businesses profitably. ","consumer direct, wine direct-to-consumer, compliance, ecommerce, fulfillment, logistics, outbound telesales, enterprise, point-of-sale, wine club management i loyalty programs",Devin Loftis,45-50,0.25,https://www.linkedin.com/in/kenescueta/,,,Joseph Waechter,55-65,10.5,https://www.linkedin.com/in/joseph-waechter-98b47925/,,16.09.2021,
,,Wishbone Club,"Chicago, Illinois",2019,2-10,"Wishbone Club, a Subsidiary of Health Care Service Corporation (HCSC), is a rewards program designed specifically to foster positive experiences and to increase engagement between Payers and their Members. ","loyalty, rewards, engagement, health-conscious services & products i community building",Sanjay Chaudhuri,50-55,1,https://www.linkedin.com/in/schaudhuri/,,,Shervin Ebrahimi-Asil,45-50,1.75,https://www.linkedin.com/in/shervin-ebrahimi-asil-54682a6/,,15.09.2021,
,,x-mode social,"Reston, Virginia",2015,11-50,"X-Mode’s location platform maps over 10% of the US population monthly. Our panel powers attribution and customer segment based solutions for over 25+ companies in the ad-tech, fin-tech, market research, and real estate.","data monetization, Geo-behavioral data, data intelligence, app monetization, growth hacking, location monetization, attribution, behavioral segments, consumer profiles, ad tech, millenials, fintech, families i transparency",Dan Greene,45-50,1,https://www.linkedin.com/in/danielngreene/,,,Joshua Anton,25-30,5,https://www.linkedin.com/in/joshuaanton/,,15.09.2021,
,,Xertive,,,,,,Arthur Garmider,35-40,3,https://www.linkedin.com/in/arthur-garmider-602aa290/,,,,,,,,,
,9/30,Zignal Labs,"San Francisco, California",2011,51-200," Zignal Labs is the world’s leading impact intelligence company, helping users measure opinion in real-time and identify the topics, networks and people that shape it.",,Jonathan Dodson,45-50,1.25,https://www.linkedin.com/in/jdodson/,,,Michael Fan,35-40,0.75,https://www.linkedin.com/in/michael-fan-11a9353a/,,15.09.2021,
, Shutdown?,Zipwhip,"Seattle, Washington",2007,201-500,"Zipwhip pioneered the concept of utilizing the cloud to enable existing mobile, landline, and toll-free numbers to send and receive texts from any connected desktop, tablet or smartphone. Additionally, Zipwhip offers a carrier-grade texting platform to help mobile and landline operators modernize the text messaging medium.","Text Messaging, Landline Texting, Cloud Texting, Toll Free Texting, Software, Business Communications i A2P",James Lapic,40-45,1,https://www.linkedin.com/in/jameslapic/,,,John Lauer,45-50,12.75,https://www.linkedin.com/in/jlauer12/,,15.09.2021,
,9/30,Zocdoc,"New York, NY",2007,501-1000,"Zocdoc is the tech company at the beginning of a better healthcare experience. Each month, millions of patients use Zocdoc to find in-network neighborhood doctors, instantly book appointments online, see what other real patients have to say, get reminders for upcoming appointments and preventive check-ups, fill out their paperwork online, and more. ","healthcare, patients, doctors, public health, appointments, technology i health",Simon Mosk-Aoyama,40-45,1,https://www.linkedin.com/in/simonmosk/,,,Simon Mosk-Aoyama,45-50,13,https://www.linkedin.com/in/simonmosk/,,14.09.2021,
,9/30,Digital Asset, ,,,, , , , , , ,, ,,,,,,
,9/30,DISQO,,,,,,,,,,,,,,1.5,,,,
,,,,,,,,,,, ,,,,,,,,,
,, ,,,,,,,,,,,,,,,,,,
